KWH JANUARY 2010, KWH FEBRUARY 2010, KWH MARCH 2010, KWH APRIL 2010, KWH MAY 2010, KWH JUNE 2010, KWH JULY 2010, KWH AUGUST 2010, KWH SEPTEMBER 2010, KWH OCTOBER 2010, KWH NOVEMBER 2010, KWH DECEMBER 2010
2563, 2999, 3945, 3382, 6071, 11162, 12081, 9640, 7113, 3075, 4662, 5935
984, 2170, 2779, 2752, 2947, 5411, 7285, 5190, 4181, 2495, 2813, 3484
3041, 1852, 2713, 4910, 5374, 8023, 8150, 7180, 4431, 5946, 4783, 5283
2348, 3011, 1507, 4493, 4496, 8964, 9830, 5387, 3949, 3682, 4994, 5509
2368, 1848, 3613, 2858, 5587, 7978, 8157, 6764, 5414, 4762, 4519, 5910
6818, 5583, 8744, 7172, 13472, 17215, 17792, 12460, 8827, 8635, 10468, 12468
549, 731, 594, 744, 674, 823, 1560, 1451, 1262, 1233, 1190, 808
0, 1552, 917, 745, 680, 773, 2527, 1940, 3295, 1575, 3351, 3378
4094, 4804, 7335, 6465, 9733, 14609, 15231, 12017, 8724, 5652, 8500, 10239
4993, 4336, 6651, 5806, 10129, 18009, 17813, 11122, 7596, 6063, 9157, 10261
4754, 5785, 8234, 6621, 11034, 16758, 17611, 11851, 8406, 6418, 8217, 9167
4303, 3623, 6088, 5161, 8592, 14983, 14084, 7881, 5710, 4597, 6615, 7753
4941, 6565, 8220, 7385, 9763, 18039, 21626, 17012, 11382, 9600, 8781, 10550
5533, 4313, 6137, 5774, 10121, 14540, 15100, 8287, 5846, 5581, 7348, 8309
6163, 4832, 5465, 4942, 10476, 15721, 16739, 9841, 6685, 4782, 8635, 10015
33291, 32310, 30477, 31722, 40315, 45320, 45447, 35615, 31076, 29130, 33036, 36128
5533, 7664, 8334, 8904, 10134, 18416, 21405, 15015, 13068, 6976, 10660, 12672
6216, 5246, 8094, 6837, 9549, 14173, 16524, 10606, 7463, 10320, 11283, 12590
1092, 1146, 694, 1207, 1674, 2056, 1757, 2970, 1708, 1499, 1567, 2439
11054, 8846, 8304, 10927, 9906, 14259, 15170, 9344, 6689, 7313, 10476, 14151
4141, 3906, 6570, 7264, 9986, 15054, 13496, 9680, 7244, 5865, 11669, 10084
0, 0, 0, 574, 1527, 1567, 1991, 2430, 2091, 1393, 1308, 649
5352, 4274, 6442, 5419, 10921, 15588, 16191, 10402, 6010, 12181, 8579, 9707
6085, 5764, 7879, 7094, 10149, 16790, 17306, 11909, 8400, 6475, 10080, 10711
2535, 1757, 2565, 3094, 3715, 5463, 8499, 8691, 2485, 2376, 3196, 3991
3821, 3990, 5589, 5538, 7829, 12660, 13642, 9387, 6970, 5055, 6527, 7814
4738, 3704, 7023, 5787, 11572, 16131, 15519, 9590, 6675, 5738, 7460, 9175
5515, 4748, 7360, 6324, 11517, 15864, 18555, 12336, 8690, 7096, 8269, 7563
5376, 4549, 6770, 5672, 10264, 17194, 15576, 10980, 7969, 5793, 7681, 10593
5334, 4881, 7295, 6166, 14021, 21063, 21167, 12226, 7984, 4113, 7938, 9261
7730, 4784, 4725, 8479, 8946, 20228, 20299, 9527, 6081, 5812, 7961, 9581
8311, 6500, 4178, 7353, 6896, 18530, 22525, 14555, 6656, 6424, 10319, 11603
9505, 5881, 4777, 6471, 6281, 22489, 15690, 12230, 6223, 5978, 9197, 11801
1123, 1383, 1016, 1412, 1265, 2326, 2885, 1415, 1432, 1318, 2034, 2268
8998, 4782, 4039, 6259, 6109, 11939, 14337, 10973, 5211, 5350, 8480, 10004
7122, 4871, 4041, 7894, 7561, 13471, 13486, 14545, 6166, 5894, 7329, 9036
7453, 5890, 4783, 5348, 5614, 9854, 11841, 12562, 4695, 4489, 7209, 8580
3386, 2993, 5147, 4219, 7437, 11271, 11860, 7615, 5222, 4296, 5831, 6101
4706, 4047, 5676, 4779, 5878, 11482, 12206, 8539, 5398, 5628, 6246, 7940
4521, 5269, 6009, 4109, 7303, 9587, 12229, 7998, 6221, 3675, 6238, 7593
4511, 2570, 2391, 3015, 2814, 6443, 6401, 2655, 2467, 2358, 7078, 5578
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4336, 4038, 3042, 4066, 3830, 10215, 9266, 6447, 3318, 2943, 6803, 7285
895, 1017, 807, 1133, 1017, 1612, 1601, 1258, 1371, 1310, 1982, 2065
10178, 4945, 4523, 8503, 7909, 18247, 18323, 7602, 5756, 5501, 9045, 11350
2894, 2287, 1783, 2816, 2798, 6434, 7568, 4998, 2124, 1940, 4243, 4386
7119, 5458, 4433, 5338, 5122, 19086, 17875, 8114, 5677, 5425, 8329, 10329
9739, 4766, 4420, 6687, 6507, 24676, 15727, 11309, 7032, 6768, 9821, 11664
5632, 3652, 2999, 6174, 5988, 15376, 13986, 6558, 5587, 5341, 6431, 9725
5972, 6218, 4950, 5681, 5301, 12659, 14814, 16293, 5348, 6167, 8287, 10150
1778, 1692, 1371, 1884, 1689, 2803, 2780, 2240, 2123, 1251, 1725, 1977
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1157, 1725, 1112, 2316, 1668, 5644, 5618, 3945, 2331, 2204, 3008, 3490
3401, 6318, 7435, 4152, 7359, 6913, 14436, 9476, 7705, 6750, 7760, 7065
16915, 16121, 15322, 17870, 23799, 28595, 28594, 19222, 12400, 12191, 17221, 19202
2594, 2242, 2723, 2346, 3268, 3826, 3778, 2874, 2209, 2276, 2507, 3726
9708, 7915, 2610, 1490, 1126, 4226, 1515, 1368, 1339, 2833, 16019, 12960
7995, 6574, 8913, 8970, 11647, 15542, 16758, 15321, 9131, 8624, 12372, 13833
1937, 1629, 1700, 1693, 2042, 3673, 5117, 2429, 2129, 1934, 3562, 3396
5150, 4177, 4260, 4587, 6660, 10924, 9847, 6081, 4190, 4660, 5220, 6998
286, 240, 387, 379, 338, 321, 389, 1124, 1302, 1584, 1841, 1962
4135, 3373, 3417, 3141, 6084, 8424, 8512, 5291, 3847, 4034, 8201, 7559
653, 614, 483, 430, 467, 652, 679, 846, 1037, 970, 1186, 1446
783, 658, 563, 468, 1266, 1398, 1499, 868, 590, 536, 649, 762
5579, 4685, 5918, 5192, 9208, 11753, 13201, 9488, 6969, 6241, 10571, 10399
3938, 7224, 6113, 7197, 7120, 12384, 14661, 10565, 7684, 7359, 12488, 14450
2250, 4395, 3126, 2321, 3463, 5581, 8072, 6323, 4259, 4094, 7985, 8040
2373, 1005, 863, 1812, 1742, 3262, 3265, 1775, 1296, 1247, 2064, 2103
3796, 4578, 4310, 6490, 8877, 13547, 14817, 10464, 5679, 5045, 7014, 10360
7861, 6333, 6425, 6972, 9288, 12800, 12764, 9086, 6495, 6301, 10125, 19487
7151, 5839, 6743, 6093, 11446, 15751, 16997, 10578, 7351, 6207, 10445, 13337
1297, 2196, 835, 1433, 2749, 2723, 3072, 1456, 1101, 1000, 2646, 3565
3651, 2970, 2105, 2405, 5137, 6569, 7104, 4873, 4933, 4342, 13059, 11729
2257, 1896, 2281, 1894, 2545, 3940, 4110, 2583, 1859, 1688, 2420, 4332
4026, 3930, 4510, 4568, 6301, 9081, 9529, 6042, 5008, 7441, 8860, 7374
4769, 3856, 5618, 4966, 7888, 10556, 11628, 8473, 5982, 5753, 8131, 13127
7634, 6192, 4636, 3604, 3219, 3115, 3193, 2553, 2520, 2408, 8402, 8906
15037, 12810, 10907, 11858, 16608, 21079, 21821, 14500, 9237, 10030, 12974, 14108
6026, 5336, 6082, 5710, 12162, 15022, 15436, 10147, 6669, 6186, 8274, 9289
3995, 3133, 3656, 2320, 1558, 3071, 3100, 2166, 2302, 3701, 8580, 10181
2310, 3975, 3857, 2380, 3125, 6729, 7558, 5089, 3344, 2791, 4555, 6916
6187, 6388, 6391, 5829, 9345, 14354, 17563, 10040, 6140, 5461, 9949, 9398
10843, 8271, 8036, 7340, 8279, 7429, 7720, 5430, 4831, 5996, 7196, 9528
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4627, 6071, 5866, 6314, 6965, 7904, 7734, 7255, 6607, 6381, 6842, 7971
8264, 8135, 11203, 13052, 16063, 20918, 25042, 18953, 10684, 9624, 19184, 18430
3301, 5867, 4888, 3487, 5241, 7573, 11691, 9379, 4687, 4400, 8987, 8956
6878, 5806, 5349, 5649, 7400, 14845, 15401, 8044, 6488, 5944, 8590, 7386
5673, 4448, 2977, 3548, 5291, 7632, 7890, 5222, 2931, 2873, 6003, 6101
11206, 8785, 9359, 9077, 13733, 19397, 20202, 14391, 10270, 8793, 14702, 13931
6211, 5874, 8201, 6808, 10437, 13961, 15066, 12083, 7529, 6345, 11957, 12070
4356, 4337, 5410, 4571, 6934, 9960, 11481, 9825, 8050, 6282, 8894, 8645
20499, 19502, 16942, 15918, 15726, 17007, 19925, 17538, 16150, 15493, 18698, 24853
6365, 5881, 6607, 6233, 8751, 18164, 17486, 10604, 8470, 6756, 13669, 13222
2700, 2209, 2962, 2610, 5448, 6127, 8934, 4019, 2685, 2601, 4270, 5564
4471, 3704, 2699, 3422, 5043, 9372, 9020, 5078, 3836, 3730, 5164, 5250
4582, 3863, 3254, 7700, 3533, 5367, 5079, 10728, 4633, 4032, 8483, 8815
2254, 3203, 3277, 2406, 4861, 6629, 7011, 4934, 2666, 2841, 4178, 3559
8875, 8666, 7661, 6870, 10115, 18040, 19916, 13079, 8102, 7830, 13110, 20783
4874, 3942, 2715, 2382, 4482, 5782, 6972, 4086, 2238, 2177, 5715, 5830
2860, 2568, 5921, 4067, 3417, 3621, 7625, 7472, 5784, 3771, 5881, 5970
4734, 3698, 5716, 6027, 4183, 10615, 10729, 4282, 4824, 9395, 11446, 7446
1490, 2846, 3978, 3055, 4912, 5963, 11763, 6325, 3815, 3437, 7243, 6956
6142, 5390, 4021, 4186, 3989, 5878, 6250, 14667, 4630, 4426, 7942, 8069
13993, 11902, 10649, 8974, 15744, 23847, 26334, 17394, 10873, 10212, 18814, 20703
5264, 4462, 4081, 3773, 4162, 10168, 7422, 5924, 4579, 5408, 7832, 7118
4274, 3289, 3897, 4047, 6342, 14609, 12764, 13629, 13896, 9766, 10959, 8596
6892, 7364, 9320, 7665, 10671, 17509, 18362, 15367, 7650, 6442, 13761, 14313
21707, 16940, 12050, 3818, 25575, 18458, 20229, 17023, 13356, 14772, 19709, 22966
2613, 4730, 3287, 2693, 3379, 5157, 5021, 5490, 5008, 5568, 5540, 6441
0, 583, 473, 307, 255, 291, 1182, 1105, 1140, 1904, 6805, 8232
8148, 8817, 9878, 8847, 12338, 21257, 28099, 15899, 9178, 7832, 15608, 15512
6321, 6228, 5954, 5509, 8135, 14649, 14849, 10467, 4958, 4764, 9959, 10049
2233, 2711, 3257, 3360, 3578, 5953, 7365, 5865, 2602, 2894, 4347, 4212
8575, 9369, 10852, 9623, 11767, 18560, 18279, 17398, 11881, 8855, 19513, 17323
13970, 10952, 11515, 9876, 14947, 21716, 21974, 14064, 9824, 12342, 20317, 21588
5242, 5171, 5388, 4586, 6761, 8748, 15015, 10223, 8337, 7230, 7735, 9295
909, 1264, 2000, 2043, 2855, 3633, 4185, 5056, 2595, 2085, 2347, 2767
680, 1057, 891, 792, 1278, 2064, 2279, 2126, 2153, 1580, 1829, 882
1074, 884, 1122, 922, 1596, 1969, 1696, 1239, 1600, 1443, 1438, 1966
2733, 2865, 3800, 2978, 3713, 5447, 5284, 4799, 3813, 3010, 3129, 5699
2510, 4759, 4457, 3592, 6130, 8658, 8151, 9611, 5801, 3780, 8014, 7783
7274, 5732, 6490, 6150, 10642, 16992, 17038, 10377, 6652, 6308, 10044, 10447
3545, 3726, 3798, 4118, 4288, 5425, 5152, 5555, 5187, 4437, 7284, 9547
3809, 5669, 10589, 11969, 12574, 14571, 14849, 13444, 12628, 11919, 14536, 14940
5791, 8021, 5694, 6655, 6311, 13681, 15384, 9841, 7421, 6658, 10815, 10431
2934, 2372, 1754, 2166, 4915, 5449, 4642, 3809, 2492, 2153, 2514, 2977
10633, 11749, 9549, 10782, 13172, 28665, 25915, 11406, 10956, 9663, 13502, 12570
7022, 5659, 3986, 8677, 8946, 15574, 15134, 11474, 9843, 8706, 14106, 13218
21224, 17113, 15470, 19119, 21812, 43835, 42545, 22951, 20008, 17512, 25504, 29943
7389, 5671, 5048, 8997, 8288, 22740, 20230, 10379, 6317, 6084, 9102, 12378
7652, 7983, 6547, 8523, 7772, 21360, 23723, 9180, 7090, 6777, 10909, 11847
5446, 11042, 5881, 10140, 10651, 24657, 22832, 12186, 7536, 7209, 11873, 12187
8033, 5693, 5240, 6581, 7601, 21149, 18543, 9514, 6362, 6080, 9904, 10806
7938, 4072, 3344, 6968, 6296, 16832, 16087, 4993, 5101, 5126, 9059, 8531
6263, 8146, 5535, 7363, 5913, 17347, 17026, 5165, 5050, 4885, 9236, 9874
10860, 7122, 8302, 13519, 11240, 23102, 25769, 12884, 7478, 7149, 12892, 13186
7535, 8814, 9803, 7625, 11109, 12430, 18361, 12068, 10213, 11752, 12482, 11582
3068, 5304, 9182, 8055, 10097, 17280, 15399, 13821, 18908, 10129, 9600, 11801
8063, 8238, 7938, 7678, 7268, 22353, 24179, 10508, 8109, 7297, 12471, 13366
2622, 6623, 4920, 4394, 8403, 13965, 14425, 8629, 6170, 6148, 8200, 8415
9511, 7588, 5974, 5544, 16813, 21661, 21118, 10754, 7325, 7526, 9391, 9807
9614, 6651, 6688, 10344, 9579, 19254, 24966, 16518, 6598, 6052, 11623, 12013
11026, 6166, 5223, 9832, 9417, 17789, 23126, 11411, 8193, 8951, 12358, 11583
8405, 9346, 6629, 6877, 6517, 19069, 21979, 8167, 6282, 6004, 12832, 12670
8803, 7682, 6385, 10098, 9117, 22890, 23464, 10366, 7536, 7203, 10733, 11253
8448, 5691, 4256, 3775, 8290, 12198, 13313, 7903, 5985, 5809, 8171, 8592
10565, 6171, 5969, 11650, 10525, 24650, 25624, 12932, 9124, 8194, 14178, 14609
7065, 7684, 5607, 7238, 7652, 18055, 20124, 8631, 7050, 6965, 11707, 10949
4003, 6180, 3524, 4777, 9151, 12898, 11989, 9950, 7986, 7333, 10532, 8717
6144, 8774, 7363, 6305, 8004, 12580, 13135, 11139, 8019, 6132, 10331, 8985
7636, 5102, 4768, 9911, 9879, 15792, 19339, 18628, 11159, 8483, 12533, 13146
7801, 6758, 8765, 7035, 10355, 15536, 15131, 13223, 9652, 10208, 14966, 14669
2717, 2476, 2088, 2312, 2993, 4054, 4249, 3280, 2416, 2880, 3813, 3775
3497, 4728, 3737, 4519, 7387, 10197, 10523, 6272, 4306, 4369, 5637, 5989
7131, 9981, 12423, 9773, 15195, 20368, 22346, 19324, 13208, 10097, 14899, 12478
186814, 175637, 136690, 127522, 124373, 145416, 140360, 139241, 136036, 128458, 147809, 201410
4232, 9219, 9877, 7509, 11723, 17279, 18778, 10562, 6134, 6497, 8926, 10338
7874, 6075, 6640, 11314, 13600, 21818, 21265, 12544, 8905, 7567, 10632, 10683
6177, 5208, 4558, 5329, 11662, 14804, 14991, 10041, 5962, 6131, 9150, 9521
8490, 8604, 5753, 9120, 14326, 21188, 19925, 13500, 8206, 8208, 11378, 11936
4524, 13533, 6580, 8291, 9511, 16886, 17280, 8216, 5762, 6909, 10530, 12718
6964, 6486, 4978, 5469, 9135, 13820, 14690, 8172, 4475, 5116, 7871, 9069
6663, 4857, 3943, 5298, 6955, 12443, 12588, 7792, 5987, 5638, 8341, 8141
5183, 3958, 4091, 6151, 7328, 11087, 11401, 7150, 4496, 5327, 8149, 7759
6254, 5141, 3867, 5338, 8608, 13269, 16064, 12405, 6180, 6173, 8871, 10145
5355, 4841, 4999, 5837, 7039, 9610, 10410, 8376, 6824, 7103, 11306, 12266
3578, 6091, 5274, 4790, 13447, 14298, 16088, 15807, 11240, 12298, 10544, 11546
8029, 9634, 8992, 10310, 11990, 21236, 18579, 12067, 10729, 7964, 14449, 18734
10722, 6596, 5580, 9123, 12853, 18684, 21038, 11834, 9068, 8919, 11589, 14815
11344, 8678, 6645, 10536, 14673, 20555, 21339, 17158, 8923, 7773, 10659, 19380
7396, 4207, 2791, 6793, 8549, 15263, 14156, 7061, 8530, 10668, 14289, 14239
5901, 4584, 3594, 3737, 4116, 4520, 6055, 4486, 3592, 3936, 5423, 6932
8055, 4596, 6312, 7979, 9255, 11797, 12326, 9420, 6421, 6531, 8836, 10535
12864, 9787, 8199, 10653, 17381, 24381, 25444, 18035, 9885, 11031, 13518, 16425
7502, 5097, 8525, 13109, 13634, 18812, 20676, 15997, 11155, 14635, 16900, 14368
5974, 4463, 3679, 8042, 8279, 13734, 13475, 9682, 6646, 5437, 8585, 9424
11400, 11745, 11842, 13029, 14427, 15858, 15931, 13813, 12548, 11767, 12591, 14283
2930, 4630, 2310, 4749, 4157, 6756, 7226, 4836, 10715, 4506, 4731, 10972
11529, 10070, 7254, 9648, 14520, 19382, 21250, 12330, 9392, 8906, 14848, 16764
10164, 6168, 5960, 10300, 11092, 17287, 18254, 11618, 9224, 10313, 14889, 16956
9032, 9534, 7395, 10015, 12646, 18138, 18367, 15197, 9301, 8442, 12728, 12597
8880, 4407, 2754, 7322, 10302, 15145, 15446, 10440, 6113, 5103, 7354, 8437
9498, 8796, 11452, 9251, 19430, 26973, 25014, 14153, 7795, 9115, 11906, 14324
12803, 5381, 4439, 7420, 9856, 15306, 15578, 8562, 5449, 5198, 11898, 13788
6022, 5469, 7966, 7334, 10840, 19463, 20081, 14924, 9691, 6949, 9191, 10603
8691, 6066, 5084, 9480, 12011, 22490, 18232, 12130, 7165, 6892, 11806, 11579
11171, 10985, 12218, 13727, 15868, 17450, 17095, 13655, 11195, 10308, 11836, 13049
4784, 6865, 6780, 4825, 11945, 16047, 15976, 8154, 5599, 5491, 7707, 8898
7271, 8461, 9913, 8444, 15381, 19148, 20503, 16757, 13163, 11528, 14014, 18547
5098, 5258, 2539, 3633, 4600, 4880, 4574, 4045, 6414, 7911, 16290, 12039
9808, 11085, 12964, 11465, 13942, 21237, 24969, 22569, 13587, 10003, 18902, 17547
10550, 11639, 11387, 10215, 13837, 23371, 24485, 22342, 11267, 8792, 19445, 18815
10491, 8274, 9617, 8108, 9380, 17012, 21977, 14282, 8586, 7446, 15590, 16105
10179, 8087, 7390, 6701, 10937, 16612, 17607, 16842, 11772, 8649, 12584, 12001
11062, 11111, 13386, 10462, 14565, 24720, 27361, 16840, 11932, 11542, 21345, 21559
10903, 8550, 9635, 10331, 14755, 20480, 21590, 12877, 9280, 9326, 16756, 17045
5760, 5415, 8021, 5918, 5827, 9303, 9283, 9577, 9005, 10910, 14226, 11004
26943, 22315, 20253, 20857, 27824, 30847, 28655, 24491, 21030, 20498, 23057, 25289
0, 388, 3633, 3257, 3573, 5448, 6240, 5079, 5848, 4693, 8398, 3468
3154, 3818, 4639, 3978, 5505, 6631, 7913, 4530, 3022, 2820, 3757, 4488
5534, 6976, 5714, 5484, 6304, 12496, 12926, 12217, 8499, 5856, 10863, 10449
8658, 6789, 6230, 5118, 9976, 13417, 14423, 9022, 5695, 5441, 9771, 9879
7142, 7013, 6940, 6123, 7159, 11942, 13651, 7613, 5673, 4867, 8939, 9025
4490, 3751, 6774, 6714, 9425, 13835, 13387, 9331, 7415, 5145, 11922, 13317
2051, 1608, 2740, 2251, 3176, 4483, 4952, 3114, 2301, 2169, 3411, 3445
3298, 4112, 4435, 4824, 6508, 9368, 11401, 9875, 4564, 6477, 8911, 7833
1724, 4141, 3501, 3955, 8053, 9969, 11469, 7480, 5126, 4047, 5206, 5546
6538, 5126, 2348, 1929, 4803, 6939, 7446, 5782, 1370, 2749, 5863, 6070
3667, 2874, 4440, 3646, 3294, 4767, 5058, 3928, 1931, 1785, 4479, 4623
11932, 11542, 12045, 14324, 20380, 24192, 24987, 19990, 15379, 15873, 14592, 18337
3724, 3461, 4136, 3768, 5622, 5299, 5309, 4763, 2959, 2955, 4166, 4987
4468, 5700, 5447, 5065, 10366, 14346, 15407, 13378, 5895, 6353, 9280, 10316
873, 717, 995, 986, 1213, 1991, 1877, 1394, 790, 763, 1576, 1226
7901, 7590, 9687, 7849, 10823, 16359, 16321, 10664, 9439, 9445, 12580, 14016
4076, 6852, 6614, 6570, 8123, 11008, 12813, 14861, 10528, 6181, 13887, 13014
3304, 2220, 1823, 1594, 1464, 1807, 1891, 1517, 1438, 1378, 2281, 2589
14363, 15569, 10714, 16878, 19516, 32095, 31892, 19131, 11605, 11227, 18767, 20273
7053, 5967, 4665, 5996, 12193, 12758, 12549, 8130, 9235, 5826, 15170, 13698
1093, 680, 768, 517, 338, 735, 1268, 425, 352, 516, 1552, 2209
1904, 2499, 4067, 3870, 5109, 7878, 9611, 8648, 4465, 3345, 4683, 4699
5398, 6227, 6554, 4872, 9543, 14728, 14268, 9629, 4846, 5963, 8565, 8966
959, 855, 678, 884, 1044, 1484, 1617, 901, 719, 652, 1057, 1094
27031, 16082, 14085, 21615, 32058, 47692, 43176, 26310, 17384, 17089, 25452, 29014
9257, 8012, 7418, 7458, 7024, 13355, 14880, 15499, 7678, 7889, 11275, 13236
10168, 4838, 3928, 6481, 8593, 11377, 11560, 7746, 5576, 5302, 12122, 10230
11128, 10569, 11181, 12316, 14863, 17276, 18177, 14720, 12304, 12361, 13680, 15181
4925, 4833, 6133, 5599, 11003, 17136, 21492, 14466, 9535, 9164, 10006, 8910
3763, 5308, 7853, 4519, 6956, 10565, 10988, 9140, 6978, 8240, 10294, 12469
6459, 5211, 8777, 7233, 7642, 10987, 10456, 7730, 7080, 7746, 9594, 12698
2109, 3214, 1919, 2548, 4224, 6042, 6031, 4264, 2343, 1960, 2684, 4937
8282, 6326, 5692, 4851, 9321, 13864, 15378, 10989, 3753, 6161, 8765, 9408
3478, 5951, 4639, 4286, 6296, 11568, 15987, 13413, 6819, 5744, 9477, 8254
4879, 4247, 5049, 5776, 9205, 10422, 11238, 6840, 4414, 3706, 3668, 4043
6679, 3947, 5393, 4680, 9166, 13847, 16149, 11579, 6024, 6663, 9099, 10228
7896, 8423, 7875, 6472, 12040, 20254, 20030, 17420, 8049, 12098, 14964, 19181
6790, 6622, 5330, 4555, 7438, 11639, 11303, 7526, 5369, 4976, 7346, 7706
5329, 4707, 3689, 4264, 7688, 10469, 10745, 5917, 4129, 4373, 6204, 9605
5712, 6503, 4992, 5976, 8711, 12930, 13222, 11853, 4848, 5820, 8422, 8874
14983, 15335, 15429, 18336, 23627, 26284, 29705, 22489, 17681, 16083, 16826, 18863
517, 1365, 1188, 2530, 1284, 3134, 3156, 1036, 1737, 2064, 2687, 3754
0, 0, 0, 0, 1349, 423, 0, 0, 0, 0, 514, 1447
1531, 562, 457, 1992, 1339, 1702, 1853, 1316, 1170, 1118, 2102, 1784
7735, 8045, 7151, 8460, 11763, 16741, 16828, 10239, 6137, 5867, 8932, 11030
3374, 3408, 3087, 4056, 5906, 7591, 8061, 6555, 4433, 3766, 4999, 3901
318, 2257, 1798, 1724, 1731, 2021, 2506, 2014, 1070, 1346, 3100, 2863
7801, 6223, 5055, 6335, 11894, 14950, 15031, 8370, 5438, 5198, 8406, 9148
4397, 3543, 4354, 5947, 6231, 8522, 9391, 6888, 7533, 5867, 11698, 10697
7454, 5657, 6189, 6088, 9355, 12784, 13707, 8774, 5777, 5347, 9965, 10829
5219, 5953, 3870, 5124, 7700, 11872, 11551, 7507, 5089, 4833, 7014, 7395
18275, 16452, 16370, 17969, 23328, 26568, 27512, 21103, 15460, 15700, 20115, 23356
2030, 2004, 1757, 3991, 4961, 7462, 8999, 7648, 2763, 3056, 4340, 4680
843, 3111, 3297, 2716, 3577, 4399, 5313, 6999, 5341, 3914, 4938, 4361
9814, 9515, 7835, 9132, 8599, 18928, 17963, 11750, 8545, 8085, 14764, 14596
2812, 2205, 1987, 3106, 2712, 3037, 3117, 3042, 1884, 1932, 3598, 3210
8468, 7777, 6845, 11843, 12948, 18072, 20144, 11997, 7375, 7451, 10488, 11496
6807, 8201, 7772, 7986, 10871, 15598, 14769, 9290, 7187, 7120, 10867, 13729
6150, 4263, 3782, 5556, 5552, 14326, 14366, 7550, 5419, 5199, 7387, 12040
5495, 8076, 6736, 6696, 8298, 23278, 18174, 11307, 7486, 6757, 9923, 11547
5932, 6614, 6976, 7085, 9557, 16442, 17695, 11885, 7926, 7577, 7761, 10119
4300, 7046, 6550, 8699, 10306, 14590, 15111, 13339, 11503, 7665, 10637, 11848
4981, 5853, 6103, 8001, 12645, 15843, 16768, 10934, 7167, 6838, 17324, 15791
7695, 2236, 1844, 7390, 6894, 13538, 15912, 7705, 5096, 4933, 7075, 7371
8859, 6219, 6113, 7581, 7363, 16131, 14200, 9085, 6035, 6600, 10315, 11320
8495, 7771, 6526, 6885, 11204, 13377, 17719, 16095, 11051, 10028, 15607, 15756
4628, 3237, 3203, 7862, 6233, 9875, 15756, 9348, 5170, 5134, 9407, 9789
3243, 5826, 4960, 4326, 3633, 10666, 8948, 5346, 3710, 3779, 4410, 4724
3962, 3312, 3746, 3811, 3880, 7544, 6960, 5116, 4031, 6449, 7859, 6235
6986, 6748, 7903, 9756, 12650, 16690, 16478, 10791, 8027, 9141, 10599, 12900
2815, 3032, 5092, 4579, 8494, 9435, 12616, 12698, 6356, 7684, 19578, 17795
7754, 8466, 4852, 6951, 6696, 18339, 20017, 10136, 7328, 6325, 12119, 12663
4668, 9346, 5011, 4177, 4684, 15816, 13030, 9677, 5689, 5388, 8397, 8994
5620, 6787, 6656, 11778, 12214, 16111, 16469, 10659, 7556, 8848, 13640, 12654
10184, 7983, 7682, 7399, 15284, 19281, 21656, 12562, 7891, 9313, 11207, 13136
4088, 4881, 9662, 10460, 9117, 10378, 16672, 16457, 6103, 6142, 10269, 9298
6820, 9837, 7508, 8767, 13948, 16894, 15116, 17139, 11162, 7626, 16190, 17157
3292, 4446, 6184, 7577, 7884, 10008, 16885, 20494, 10926, 7561, 13496, 14793
1548, 4492, 7065, 8095, 7554, 7420, 9053, 19263, 20294, 7089, 7020, 15387
4397, 5639, 8563, 7607, 10019, 12671, 14945, 15379, 8100, 6188, 12043, 12929
5413, 7674, 7882, 7191, 10812, 13720, 14189, 14205, 6966, 5314, 13475, 13530
4912, 4629, 5742, 5347, 7089, 11462, 12901, 9095, 7559, 6686, 7997, 9451
6271, 5994, 6732, 5721, 5872, 12481, 12549, 9637, 7139, 8199, 10848, 12489
7261, 5913, 7759, 8115, 13487, 16301, 15117, 11833, 7163, 6476, 10911, 10159
5012, 6038, 7633, 8657, 10595, 13949, 16591, 19382, 11586, 7534, 15643, 14180
2353, 7164, 8874, 4785, 5680, 5510, 7627, 14768, 16953, 7528, 10635, 15250
8256, 16585, 14673, 16797, 21580, 27827, 33567, 44743, 34182, 23010, 25765, 31257
8148, 11830, 15326, 11227, 13249, 17800, 23178, 30726, 15017, 10225, 19280, 19525
8606, 7929, 10302, 9336, 13353, 17223, 19599, 17550, 8076, 6043, 16992, 15578
6648, 5211, 5095, 4329, 6066, 9019, 12977, 8586, 4081, 7677, 10049, 15478
3710, 3411, 3497, 3948, 3524, 4089, 5099, 3939, 3473, 3382, 4468, 6038
5239, 6703, 6018, 5926, 7420, 10776, 14060, 8530, 8229, 6449, 7727, 8613
6590, 5995, 7104, 5886, 8404, 10946, 14136, 9977, 5865, 5345, 13439, 12828
6740, 9477, 12847, 10338, 17073, 19759, 23256, 18920, 13439, 10161, 16493, 14715
11242, 10968, 11766, 11613, 16283, 20746, 27783, 22265, 12763, 10701, 19702, 19805
6705, 8343, 8976, 8878, 10376, 15536, 17864, 18638, 10901, 9892, 16977, 15088
5752, 4890, 6233, 5238, 6636, 8011, 7513, 5841, 5597, 6090, 7293, 7937
535700, 440768, 462649, 475350, 584526, 598744, 634126, 615639, 557787, 477522, 490893, 480156
